Company Name,Address,Address2,City,Category Name,URL,Hiring,Jobs URL,Why NYC
Cyber-Tech',' - ',' - ',' - ',,,,,
CyberARM',' - ',' - ',' - ',,,,,
CyberCity','224 W 30th St',' - ','New York',,,,,
CyberClass',' - ',' - ',' - ',,,,,
"Cybersports, Inc.'",' - ',' - ',' - ',,,,,
Cygnus Creations',' - ',' - ',' - ',,,,,
Cynvec LLC',' - ',' - ',' - ',,,,,
Cyrus Innovation LLC',' - ',' - ',' - ',,,,,
CytexOne',' - ',' - ','New York',,,,,
D'Fuzion LLC',' - ',' - ',' - ',,,,,
"D'Marie Group, Inc.'",' - ',' - ',' - ',,,,,
D-Scope Systems',' - ',' - ',' - ',,,,,
D.E.N',' - ',' - ',' - ',,,,,
DADA',' - ',' - ',' - ',,,,,
DAMN Digital Studio',' - ',' - ','Brooklyn',,,,,
DCCLXXVII',' - ',' - ',' - ',,,,,
DE GANNES INDUSTRIES',' - ',' - ',' - ',,,,,
DEAR SEVEN','902 Broadway',' - ','New York',,,,,
DENA',' - ',' - ',' - ',,,,,
DENT',' - ',' - ',' - ',,,,,
DEPOSITPHOTOS',' - ',' - ','New York',,,,,
"DEXTER SYSTEMS, INC.'",'221 EAT 37TH STREET','8TH FLOOR','New York',,,,,
DIAHealth',' - ',' - ',' - ',,,,,
DIGITALFLASHNYC','419 Park Avenue South','2','New York',,,,,
DJ Booth','17th St',' - ','Brooklyn',,,,,
"DMS Network, Inc.'",' - ',' - ',' - ',,,,,
DOLFYN',' - ',' - ',' - ',,,,,
DOM & TOM',' - ',' - ','New York',,,,,
DOOR3',' - ',' - ',' - ',,,,,
DOOR3 Business Applications',' - ',' - ','New York',,,,,
DOTGO','236 COURT ST',' - ','Brooklyn',,,,,
DOW Technical',' - ',' - ',' - ',,,,,
"DOmedia, LLC'",'224 Wythe Ave','Suite 70A','Brooklyn',,,,,
DRESS FOR THE DAY',' - ',' - ',' - ',,,,,
DRIVE BOUTIQUE',' - ',' - ',' - ',,,,,
"DTN Electronics, Inc'",' - ',' - ',' - ',,,,,
DYKOS Systems',' - ',' - ','Brooklyn',,,,,
"DYNATABS, LLC'",' - ',' - ',' - ',,,,,
DaMP',' - ',' - ',' - ',,,,,
Dachis Group',' - ',' - ','New York',,,,,
Dadush.com',' - ',' - ',' - ',,,,,
Dagda Technologies Inc',' - ',' - ',' - ',,,,,
Daily Candy',' - ',' - ','New York',,,,,
Daily Secret',' - ',' - ',' - ',,,,,
DailyBurn','555 West 18th Street','8th floor','New York',,,,,
"DailyWorth.com, Inc.'",' - ',' - ',' - ',,,,,
Dailymotion',' - ',' - ','New York',,,,,
Daingean LLC',' - ',' - ',' - ',,,,,
Dajomi',' - ',' - ',' - ',,,,,
Dakorum',' - ',' - ',' - ',,,,,
Dalrocha',' - ',' - ',' - ',,,,,
Danaliska International Corp.',' - ',' - ',' - ',,,,,
Dandy Espresso',' - ',' - ',' - ',,,,,
Daniel Silverstain',' - ',' - ',' - ',,,,,
Dannelli Inc',' - ',' - ',' - ',,,,,
Dantech Systems',' - ',' - ',' - ',,,,,
Dapprly',' - ',' - ',' - ',,,,,
Darkness Falls Music Group',' - ',' - ',' - ',,,,,
Dash Labs Inc.',' - ',' - ',' - ',,,,,
DashBid',' - ',' - ',' - ',,,,,
DashBid Media','200 Varick Street','514','New York',,,,,
Dashlane',' - ',' - ',' - ',,,,,
Dashride',' - ',' - ',' - ',,,,,
Data Conversion Laboratory','61-18 190th Street','Suite 205','Fresh Meadows',,,,,
Data Munch',' - ',' - ',' - ',,,,,
DataKind','150 Court St.','1','Brooklyn',,,,,
DataNitro',"'44 Wall Street, Suite 705'",' - ','New York',,,,,
DataVelocity','419 Park Avenue South Suite 906',' - ','New York',,,,,
Databetes',' - ',' - ',' - ',,,,,
Datacoup','175 Varick Street',' - ','New York',,,,,
Datacratic',"'""122 East 42nd Street, Suite 2005 NY, NY 10168",,,,,,,
"'	' - '	' - '	'http://datacratic.com/site/",,,,,,,,
Datadog',"'286 Fifth Avenue, 12th Floor'",' - ','New York',,,,,
Datalot','55 Washington Street Suite 559',' - ','Brooklyn',,,,,
"Datavisual, Inc.'",' - ',' - ',' - ',,,,,
Dating Outside The Box',' - ',' - ',' - ',,,,,
Dating Ring',' - ',' - ',' - ',,,,,
Dating for a Cause','350 Canal Street',' - ','New York',,,,,
Dattch',' - ',' - ',' - ',,,,,
Datura',' - ',' - ',' - ',,,,,
Davids Boxing Gym',' - ',' - ',' - ',,,,,
Davis & Partners Worldwide',' - ',' - ','New York',,,,,
Daylife (acquired by NewsCred)',"'444 Broadway, 5th floor'",' - ','New York',,,,,
"Dayou Unlimited, LTD'",' - ',' - ',' - ',,,,,
DeClipse Clothing',' - ',' - ',' - ',,,,,
DeStress Box',' - ',' - ',' - ',,,,,
DealSurf.com',' - ',' - ',' - ',,,,,
Dealery',' - ',' - ',' - ',,,,,
Dealyst',' - ',' - ','New York',,,,,
DeansList Software',' - ',' - ',' - ',,,,,
"Debio Cell, LLC'",' - ',' - ',' - ',,,,,
DecisionDesk',' - ',' - ',' - ',,,,,
Decker Design','14W.23rd Street','3rd Floor','New York',,,,,
Decker Yeadon LLC','33 Flatbush Ave',' - ','New York',,,,,
Decoded','10 East 34th Street',' - ','New York',,,,,
Decorative Traces',' - ',' - ',' - ',,,,,
Decorilla',' - ',' - ',' - ',,,,,
Dedicated Media',' - ',' - ','New York',,,,,
Deep Focus','460 Park Avenue South','7th Floor','New York',,,,,
Defense I/O LLC',' - ',' - ',' - ',,,,,
Degreed',' - ',' - ',' - ',,,,,
Deitscho',' - ',' - ',' - ',,,,,
Deja Vu USA',' - ',' - ',' - ',,,,,
Del Rosario',' - ',' - ',' - ',,,,,
Delicate Curves',' - ',' - ',' - ',,,,,
Delivery.com','199 Water Street','23rd Floor','New York',,,,,
Deloitte',' - ',' - ',' - ',,,,,
Democracy.com',' - ',' - ',' - ',,,,,
Denise Williams Hunter's Company',' - ',' - ',' - ',,,,,
Densebrain',' - ',' - ','New York',,,,,
Department of Better Technology','68 Jay St.','Suite 718','Brooklyn',,,,,
Deposit a Gift',' - ',' - ',' - ',,,,,
DermApproved.com',' - ',' - ',' - ',,,,,
Derrek Thomas Brian Inc.',' - ',' - ',' - ',,,,,
Design Brooklyn','583 Driggs Ave',' - ','Brooklyn',,,,,
Design United',' - ',' - ',' - ',,,,,
DesignModo','50 N 1','#4i','New York',,,,,
DesignNBuy WebToPrint Pvt Ltd',' - ',' - ',' - ',,,,,
Designables Ltd',' - ',' - ',' - ',,,,,
Designer Pages','225 West 31st Street','Suite 1100','New York',,,,,
Desta Communications',' - ',' - ',' - ',,,,,
Dev Bootcamp',"'""48 Wall St., 15th Floor",,,,,,,
"New York, NY 10005""'",' - ',' - ','http://devbootcamp.com/location-nyc/,,,,,
DevSpark','115 E 23rd Street',' Fl 4','New York',,,,,
DevSpark LLC',' - ',' - ',' - ',,,,,
Devi's Closet',' - ',' - ',' - ',,,,,
DeviceUnity',' - ',' - ',' - ',,,,,
Dhungry5',' - ',' - ',' - ',,,,,
Diamond Capital Management',' - ',' - ',' - ',,,,,
Diamond Care LLC',' - ',' - ',' - ',,,,,
Dias Tech',' - ',' - ',' - ',,,,,
Dibsie',' - ',' - ',' - ',,,,,
"DibzOn, Inc'",' - ',' - ',' - ',,,,,
DiciCalc',' - ',' - ',' - ',,,,,
Dicks Cottons',' - ',' - ',' - ',,,,,
Diego Pope',' - ',' - ',' - ',,,,,
DietBet',' - ',' - ',' - ',,,,,
Digg','416 West 13th Street','Suite 203','New York',,,,,
Digilant (Adnetik)','349 Fifth Avenue','Suite #7','New York',,,,,
"Digital Behavioral Health, Inc.'",' - ',' - ',' - ',,,,,
Digital Brand Architects',"'133 W 19th St #5a,'",' - ','New York',,,,,
Digital Brewery','36-27 36th St',' - ','Long Island City',,,,,
Digital DUMBO',' - ',' - ',' - ',,,,,
Digital Edge','7 Teleport Dr.',' - ','Staten Island',,,,,
Digital Media Rights (DMR)',' - ',' - ',' - ',,,,,
Digital Media Training','112 West 34th Street',' - ','New York',,,,,
Digital Media Training LLC',' - ',' - ','New York',,,,,
Digital Natives Group',"'5-22 46th Ave, 3rd Flr, Long Island City, NY 11101'",' - ',' - ',,,,,
Digital Pocket LLC','110 East 59th Street','22nd Floor','New York',,,,,
Digital Processing Solutions',' - ',' - ',' - ',,,,,
Digital Pulp',' - ',' - ','New York',,,,,
Digital Search Monkey',' - ',' - ',' - ',,,,,
Digital Smash Enterprises',' - ',' - ',' - ',,,,,
Digital Surrogate Corp',' - ',' - ',' - ',,,,,
Digital Trends','330 7th Ave','22nd Floor','New York',,,,,
DigitalGenius','7 World Trade Center','250 Greenwich Street','New York',,,,,
DigitalOcean','101 Avenue of the Americas','10th floor','New York',,,,,
DigitalUNYC','107 Grand St','4th','New York',,,,,
Digitalent',' - ',' - ','New York',,,,,
Digitaria',' - ',' - ','New York',,,,,
Dinevore','902 Broadway','4th Floor','New York',,,,,
Dinner Me LLC',' - ',' - ',' - ',,,,,
Dinosaur Securities LLC',' - ',' - ',' - ',,,,,
Direct Agents','740 Broadway Suite 701',' - ','New York',,,,,
Direct IQ','42 West 24th st',' - ','New York',,,,,
Direct Swap Inc.',' - ',' - ',' - ',,,,,
Direct Swap Inc.',' - ',' - ',' - ',,,,,
DirectNorth','447 Broadway','2nd floor','New York',,,,,
"Dirty Dog Lovers, INC.'",' - ',' - ',' - ',,,,,
DiscoRat LLC',' - ',' - ',' - ',,,,,
Discount Club Savings',' - ',' - ',' - ',,,,,
"Dispensed2U, Inc.'",' - ',' - ',' - ',,,,,
Disperse',' - ',' - ',' - ',,,,,
Disqus','168 5th Ave.','302','New York',,,,,
Distilled',' - ',' - ','New York',,,,,
Distiller.ly',' - ',' - ',' - ',,,,,
District',' - ',' - ',' - ',,,,,
Divabetic',' - ',' - ',' - ',,,,,
Diversionary Therapy Technology',' - ',' - ',' - ',,,,,
Divide (Enterproid)',' - ',' - ','New York',,,,,
Division Construction Inc.',' - ',' - ',' - ',,,,,
Division Of','126 E 12th St.',' - ','New York',,,,,
Divvy',' - ',' - ',' - ',,,,,
Dizzain',' - ',' - ',' - ',,,,,
Do It IN Person LLC','44 West 28th St',' - ','New York',,,,,
DoGoodBuyUs',' - ',' - ',' - ',,,,,
DoItInPerson.com',' - ',' - ',' - ',,,,,
DoSomething.org',"'19 West 21st St, 8th Flr.'",' - ','New York',,,,,
"Docket Alarm, Inc.'",'241 West 97th','#5N','New York',,,,,
Docracy',' - ',' - ','New York',,,,,
"Docturs, Inc.'",' - ',' - ',' - ',,,,,
DoesThatMakeSense.com',' - ',' - ',' - ',,,,,
Dog and Pony Show Media','400 Victory Blvd','B','Staten Island',,,,,
Doggington's LLC',' - ',' - ',' - ',,,,,
Dolly Drive',' - ',' - ',' - ',,,,,
Dolphin Micro',' - ',' - ','New York',,,,,
"DomainPaid, Inc.'",' - ',' - ',' - ',,,,,
Domani Studios',' - ',' - ','Brooklyn',,,,,
DonateToBand',' - ',' - ',' - ',,,,,
DonorsChoose.org','213 West 35th Street 2nd Floor',' - ','New York',,,,,
Doo Aquino',' - ',' - ',' - ',,,,,
Doodle.ly',' - ',' - ','New York',,,,,
"Doorish Ophthalmic Technologies, Inc'",' - ',' - ',' - ',,,,,
Doorsteps',' - ',' - ','New York',,,,,
Doostang',' - ',' - ','New York',,,,,
Dooz.it',' - ',' - ',' - ',,,,,
Dopamine Inc.',' - ',' - ','New York',,,,,
Doran Jones','77 Water Street',' - ','New York',,,,,
DormChat','41 E 11th Street',' - ','New York',,,,,
Dormify',' - ',' - ',' - ',,,,,
DotAlign',' - ',' - ',' - ',,,,,
DoubleVerify','575 8th Avenue','7th Floor','New York',,,,,
Doublespace',' - ',' - ','New York',,,,,
Dowsing Elephant Brewery',' - ',' - ',' - ',,,,,
Dowza',' - ',' - ',' - ',,,,,
"Dr. Aron Medical Weight Loss Center, WeightLossNYC (tm)'",'7032 4th Avenue','Suite A5','Brooklyn',,,,,
Dr. Jojo's',' - ',' - ',' - ',,,,,
DramaFever','72 Madison Avenue',' - ','New York',,,,,
"Drason Buck International, INC'",' - ',' - ',' - ',,,,,
Dream Forward',' - ',' - ',' - ',,,,,
Dream High Inc.',' - ',' - ',' - ',,,,,
Dream See Do',' - ',' - ',' - ',,,,,
Dreamer',' - ',' - ',' - ',,,,,
DressCode',' - ',' - ',' - ',,,,,
Dressler Advertising',' - ',' - ','New York',,,,,
Driftaway Coffee','751 Franklin Ave #1',' - ','Brooklyn',,,,,
Drink:',' - ',' - ',' - ',,,,,
Drinkstantly',' - ',' - ',' - ',,,,,
Droga5',' - ',' - ','New York',,,,,
DropGlobal',' - ',' - ',' - ',,,,,
Droplix',' - ',' - ',' - ',,,,,
Dropmark',' - ',' - ','New York',,,,,
Dstillery','37 East 18th Street','Floor 9','New York',,,,,
"Dude, where's my carburetor?'",' - ',' - ',' - ',,,,,
DugDug',' - ',' - ','New York',,,,,
Duggal Visual Solutions',' - ',' - ','New York',,,,,
Dulac Studio',' - ',' - ',' - ',,,,,
"Dumann Associates, Inc.'",' - ',' - ',' - ',,,,,
Dynace - The Web Design Library',' - ',' - ',' - ',,,,,
Dynamic Sunset Consulting',' - ',' - ',' - ',,,,,
Dynamic Video',' - ',' - ','New York',,,,,
DynamicOxygen','646 Maple St. STE 2B',' - ','Brooklyn',,,,,
Dynamo Media',' - ',' - ',' - ',,,,,
"Dynasty Sports & Gaming, Inc.'",' - ',' - ',' - ',,,,,
Dyvineent3llc',' - ',' - ',' - ',,,,,
Dēvī Beauté',' - ',' - ',' - ',,,,,
E-Line Media','363 7th Avenue','20th Floor','New York',,,,,
E-SPRING','155 Water Street',' - ','Brooklyn',,,,,
E.S.L ( Ease of Student Learning)',' - ',' - ',' - ',,,,,
E.g.- Educational games',' - ',' - ',' - ',,,,,
EALSTONMCDUFFIE TRUCK TRANS. CORP. D/B/A WERECYCLENYC',' - ',' - ',' - ',,,,,
EAT','70 Wooster St','4f','New York',,,,,
"EBM Care, Inc'",' - ',' - ',' - ',,,,,
EBMcare',' - ',' - ',' - ',,,,,
EBO Nexus',' - ',' - ',' - ',,,,,
"ECO ""Environmentally- Friendly Fashion""'",' - ',' - ',' - ',,,,,
EDGE Collective','611 Broadway','704','New York',,,,,
EDMX',' - ',' - ',' - ',,,,,
EDMdesigner',' - ',' - ',' - ',,,,,
EDU-Cube Inc.',' - ',' - ',' - ',,,,,
EHR.WORKS','760 Parkside Ave','Suite 227D','Brooklyn',,,,,
EHR.WORKS',' - ',' - ',' - ',,,,,
ELISA',' - ',' - ',' - ',,,,,
ELITE PAINTLESS DING AND DENT REPAIR',' - ',' - ',' - ',,,,,
EMB FC',' - ',' - ',' - ',,,,,
EMC Corporation',' - ',' - ','New York',,,,,
EMC Digital','5 Penn Plaza','24th floor','New York',,,,,
EPC',' - ',' - ',' - ',,,,,
EPIVON',' - ',' - ',' - ',,,,,
ER Path',' - ',' - ',' - ',,,,,
ERPLY POINT OF SALE','110 West 40th St.','Suite 1801','New York',,,,,
ETNA Software','230 Park Avenue','10th Floor','New York',,,,,
EURO RSCG Life MetaMax (Havas Worldwide)','200 Madison  ave.','7','New York',,,,,
EVERGLADES TECHNOLOGIES LLC','1 Union Square West','STE 302','New York',,,,,
EXGATE',' - ',' - ',' - ',,,,,
EXPO',' - ',' - ',' - ',,,,,
EXPO Communications (EXPO TV)','15 WEST 18TH ST','10th Flr','New York',,,,,
EYEBEAM','34 35th St ','5th Floor','Brooklyn',,,,,
EZ Get Cloud',' - ',' - ',' - ',,,,,
EZBZ Inc',' - ',' - ',' - ',,,,,
EZDesk',' - ',' - ',' - ',,,,,
EZScholar',' - ',' - ',' - ',,,,,
EachScape','36 E. 20 st',' - ','New York',,,,,
EaglePlan',' - ',' - ',' - ',,,,,
"Eaglewood Capital Management, LLC'",' - ',' - ',' - ',,,,,
"Earmark, Inc.'",' - ',' - ',' - ',,,,,
Earnament',' - ',' - ',' - ',,,,,
Earth+Energy',' - ',' - ',' - ',,,,,
"Earthquake Resistant Building Construction, Inc.'",' - ',' - ',' - ',,,,,
Eastmedia','27 west 24th St.','Suite 703','New York',,,,,
Easy Aerial Inc.','474 48th Ave ','#21J','Long Island City',,,,,
Easy Pairings',' - ',' - ',' - ',,,,,
EasyBib.com',"'6 West 37th St, Floor 2'",' - ','New York',,,,,
EasyUSAtv',' - ',' - ',' - ',,,,,
Easypack',' - ',' - ',' - ',,,,,
EatItalian.com',' - ',' - ',' - ',,,,,
Ebooks In Person',' - ',' - ',' - ',,,,,
Echolocation',' - ',' - ',' - ',,,,,
Echolocation','20 Jay St','Ste. 312','New York',,,,,
Eco Pen',' - ',' - ',' - ',,,,,
Eco Trash',' - ',' - ',' - ',,,,,
Eco's Finest',' - ',' - ',' - ',,,,,
Eco-Tech Displays LLC',' - ',' - ',' - ',,,,,
"EcoBabyBuys.com, LLC'",' - ',' - ',' - ',,,,,
"EcoLogic Solutions, Inc.'",' - ',' - ',' - ',,,,,
Econsultancy (acquired by Centaur)',' - ',' - ','New York',,,,,
EdTech',' - ',' - ',' - ',,,,,
EdTechLens','817 West End Avenue ','#5E ','New York',,,,,
"Edamam, LLC'",' - ',' - ',' - ',,,,,
Edelman Digital','250 Hudson St.',' - ','New York',,,,,
Edenworks',' - ',' - ',' - ',,,,,
"Edgeworx Studios, LLC.'",' - ',' - ',' - ',,,,,
Editure',' - ',' - ',' - ',,,,,
EduCo Kids Inc',' - ',' - ',' - ',,,,,
EduCo Kids Inc.',' - ',' - ',' - ',,,,,
EduPlay',' - ',' - ',' - ',,,,,
"EduStruct, LLC'",' - ',' - ',' - ',,,,,
Eduardo Angel Photography LLC',' - ',' - ','New York',,,,,
Edventory.com',' - ',' - ',' - ',,,,,
Edziu Ties',' - ',' - ',' - ',,,,,
EffValR LLC',' - ',' - ',' - ',,,,,
EffiSync',' - ',' - ',' - ',,,,,
Efficiency 2.0','165 William Street','Floor 10','New York',,,,,
Efficiency Proficiency',' - ',' - ',' - ',,,,,
"Eighth Son Productions, Inc'",' - ',' - ',' - ',,,,,
Ekcoe',' - ',' - ',' - ',,,,,
Elandrive INC',' - ',' - ',' - ',,,,,
Elavate LLC',' - ',' - ',' - ',,,,,
Elbrus Management',' - ',' - ',' - ',,,,,
Electric Orange Creative',' - ',' - ','Brooklyn',,,,,
"Electric Yarn, LLC'",' - ',' - ',' - ',,,,,
Electronic Distraction Blocker',' - ',' - ',' - ',,,,,
Electronic Rhythm Inc.','300 E 71 Street',' - ','New York',,,,,
Elemental Path',' - ',' - ',' - ',,,,,
Elevatr',' - ',' - ',' - ',,,,,
Elia Life Technology',' - ',' - ',' - ',,,,,
Elisa's Love Bites',' - ',' - ',' - ',,,,,
Elisbooks.com',' - ',' - ',' - ',,,,,
Elite Daily',"'242 W. 30th St, 8th Floor'",' - ','New York',,,,,
Elite Gurus',' - ',' - ',' - ',,,,,
Elitka Group',' - ',' - ',' - ',,,,,
Elizabeth Mariott',' - ',' - ',' - ',,,,,
"Elliot Ideas, Inc.'",' - ',' - ',' - ',,,,,
Ellure Couture',' - ',' - ',' - ',,,,,
EyeCu LLC',' - ',' - ',' - ',,,,,
Elucidate','68 Jay St',' - ','New York',,,,,
Elucidate Studios','68 Jay Street','201','Brooklyn',,,,,
"Elusive View Entertainment, Inc.'",' - ',' - ',' - ',,,,,
Email Insights','343 4th ','#6A','Brooklyn',,,,,
Emalle',' - ',' - ',' - ',,,,,
Embrace',' - ',' - ',' - ',,,,,
Emerging Educational Futures',' - ',' - ',' - ',,,,,
Emerging Executives',' - ',' - ',' - ',,,,,
Emerging Global Investor',' - ',' - ',' - ',,,,,
Emmett Global',' - ',' - ',' - ',,,,,
Emotiful',' - ',' - ',' - ',,,,,
Emotish',' - ',' - ',' - ',,,,,
Emotitones','90 West Broadway #2A',' - ','New York',,,,,
Empress','306 W 38th Street','9th Floor','New York',,,,,
Emrals',' - ',' - ',' - ',,,,,
Enchanted Diamonds',' - ',' - ',' - ',,,,,
Encore Applications corp',' - ',' - ',' - ',,,,,
"EnerKnol, Inc.'",' - ',' - ',' - ',,,,,
Energex Technologies',' - ',' - ',' - ',,,,,
EnergyGridIQ',' - ',' - ',' - ',,,,,
EnergyHub',' - ',' - ',' - ',,,,,
"EnergyScoreCards, Inc.'",' - ',' - ',' - ',,,,,
Enfatica',"'236 West 30th Street, Suite 500R'",' - ','New York',,,,,
Enfluence.io',' - ',' - ',' - ',,,,,
Engine Digital','270 Lafayette St.','#806','New York',,,,,
Enhance Your Style',' - ',' - ',' - ',,,,,
"Enhanced Business Solutions, Inc.'",' - ',' - ',' - ',,,,,
Enigma','560 broadway','402b','New York',,,,,
EnivroSiren',' - ',' - ',' - ',,,,,
Enliken',' - ',' - ',' - ',,,,,
Enotch Academics',' - ',' - ',' - ',,,,,
EnovativeTV',' - ',' - ',' - ',,,,,
Enrobed',' - ',' - ',' - ',,,,,
"Ensa.com, Inc.'",' - ',' - ',' - ',,,,,
Entertainment Hound',' - ',' - ',' - ',,,,,
Entrepreneurship Life — Business is a Lifestyle',' - ',' - ',' - ',,,,,
Enzo',' - ',' - ',' - ',,,,,
Ephemeral',' - ',' - ',' - ',,,,,
EpiBone',' - ',' - ',' - ',,,,,
Epic Adventure Cruises',' - ',' - ',' - ',,,,,
Epicure',' - ',' - ',' - ',,,,,
"EquaMetrics, Inc.'",' - ',' - ','New York',,,,,
Equitable Origin',' - ',' - ',' - ',,,,,
Equity Scholar',' - ',' - ',' - ',,,,,
EquityZen',' - ',' - ',' - ',,,,,
Esplori',' - ',' - ',' - ',,,,,
Esquirol','478 President Street',' - ','Brooklyn',,,,,
Essence Digital','120 5th Ave','Floor 8','New York',,,,,
Essence Ice cream LLC',' - ',' - ',' - ',,,,,
Estes',' - ',' - ',' - ',,,,,
Estimize',' - ',' - ',' - ',,,,,
Estimize',' - ',' - ',' - ',,,,,
Ethikus',' - ',' - ',' - ',,,,,
Etsy',' - ',' - ',' - ',,,,,
Eunoe',' - ',' - ',' - ',,,,,
EuroCheapo.com',' - ',' - ',' - ',,,,,
Eva & Paul Denim',' - ',' - ',' - ',,,,,
Evans Resource Group',' - ',' - ',' - ',,,,,
EveiWonders',' - ',' - ',' - ',,,,,
EventBrowsr.com',' - ',' - ',' - ',,,,,
EventNow Inc',' - ',' - ',' - ',,,,,
Eventava',' - ',' - ',' - ',,,,,
EverExplore',' - ',' - ',' - ',,,,,
"EverLeight Beverage Co., Inc.'",' - ',' - ',' - ',,,,,
"Eveready Development, LLC'",' - ',' - ',' - ',,,,,
Everest BBN',"'42 Broadway Level 17, Suite 1736'",' - ','New York',,,,,
Evergreen Creations',' - ',' - ',' - ',,,,,
Everlasting Footprint',' - ',' - ',' - ',,,,,
"Evermore Pet Food, Inc.'",' - ',' - ',' - ',,,,,
EveryScreen Media (acquired by Media6Degrees)',' - ',' - ','New York',,,,,
Everyday Decorating',' - ',' - ',' - ',,,,,
Everyday Health',' - ',' - ',' - ',,,,,
Everyone’s Mixtape',' - ',' - ','New York',,,,,
Evidence-Based Solutions',' - ',' - ',' - ',,,,,
Evidon',"'10 East 39th St, 8th Flr'",' - ','New York',,,,,
Evisors',' - ',' - ',' - ',,,,,
Evivio',' - ',' - ',' - ',,,,,
EvoSpend',' - ',' - ',' - ',,,,,
Evol8tion','192 Lexington Avenue','14th Floor','New York',,,,,
Evolution4','603 Chambers Street','Suite 200','New York',,,,,
Evolvage',' - ',' - ',' - ',,,,,
Evolve Motorcycles',' - ',' - ',' - ',,,,,
Evry',' - ',' - ',' - ',,,,,
Ex Vivo Dynamics',' - ',' - ',' - ',,,,,
Ex.fm',"'199 Lafayette Street, Suite 303'",' - ','New York',,,,,
Exam Elf',' - ',' - ',' - ',,,,,
Examville.com','42 Broadway',' - ','New York',,,,,
Exceleratr',' - ',' - ',' - ',,,,,
Excelolife LLC.',' - ',' - ',' - ',,,,,
ExchangeMyPhone',' - ',' - ','Brooklyn',,,,,
Excursionist',' - ',' - ',' - ',,,,,
Exerblast',' - ',' - ',' - ',,,,,
Exhibition A',' - ',' - ',' - ',,,,,
Expand The Room','27 Cliff Street','2nd Floor','New York',,,,,
ExpandTheRoom LLC',' - ',' - ','New York',,,,,
Expeditioner',' - ',' - ',' - ',,,,,
Experenti',' - ',' - ',' - ',,,,,
Experience-Interaction','13 Lexington Ave','Suite 11','Brooklyn',,,,,
Experigo',' - ',' - ',' - ',,,,,
Expertly',' - ',' - ',' - ',,,,,
Explore NYC Parks',' - ',' - ',' - ',,,,,
Expressible','79 Madison Avenue','2nd Floor','NY',,,,,
Exquisite Trimmings',' - ',' - ',' - ',,,,,
Exulans Europe SL',' - ',' - ',' - ',,,,,
Exversion',' - ',' - ',' - ',,,,,
Eyeview Digital','29 East 19th Street','Floor 4','New York',,,,,
Eyla',' - ',' - ',' - ',,,,,
Ez Texting','244 5th Avenue','Suite A224','New York',,,,,
Ezakus',' - ',' - ',' - ',,,,,
F&T Creative','175 Varick St',' - ','New York',,,,,
F+W Media',' - ',' - ','New York',,,,,
F-Link',' - ',' - ',' - ',,,,,
FABLOGUE',' - ',' - ',' - ',,,,,
"FBrothers & Company, Inc.'","'629 East 35th Street, Suite 3'",' - ','Brooklyn',,,,,
"FCG FOODS, LLC - BROWNIE CRUNCH'",' - ',' - ',' - ',,,,,
FDRMX','195 Plymouth St','#617','Brooklyn',,,,,
FET',' - ',' - ',' - ',,,,,
FINDMINE',' - ',' - ',' - ',,,,,
FITiST',' - ',' - ',' - ',,,,,
FIX Flyer',' - ',' - ','New York',,,,,
FLOW architech',' - ',' - ',' - ',,,,,
FLiPP',' - ',' - ',' - ',,,,,
FOLUP',' - ',' - ',' - ',,,,,
"FONYE, Inc / Your Computer Fixer, LLC'",' - ',' - ',' - ',,,,,
FOODBALL',' - ',' - ',' - ',,,,,
FORCE Therapeutics',' - ',' - ',' - ',,,,,
FREE PLAY',' - ',' - ',' - ',,,,,
FRIENDS with BENEFITS',' - ',' - ',' - ',,,,,
FRIENDS with BENEFITS designer fashion',' - ',' - ',' - ',,,,,
FRM Study Course','8 Spruce Street',' - ','New York',,,,,
FS Club',' - ',' - ',' - ',,,,,
FSAStore.com',' - ',' - ',' - ',,,,,
FSC (FunSexyCool)',' - ',' - ',' - ',,,,,
FUHBUC COFFEE BAG/MUG',' - ',' - ',' - ',,,,,
"FUNK-tional Enterprises, LLC'",' - ',' - ',' - ',,,,,
FX Junction',' - ',' - ','New York',,,,,
FX Trade',' - ',' - ',' - ',,,,,
FXE Industries',' - ',' - ',' - ',,,,,
Fab',' - ',' - ','New York',,,,,
Fabricly',' - ',' - ','New York',,,,,
Fabulus',' - ',' - ',' - ',,,,,
FaceReview',' - ',' - ',' - ',,,,,
Facebook','335 Madison Avenue',' - ','New York',,,,,
FaceySpacey.com','354 East 91st Street','Ste. 1606','New York',,,,,
FactSet Research Systems','90 Park Ave',' - ','New York',,,,,
Faction Studio Inc',"'300 N End Ave, Apt 12E'",' - ','New York',,,,,
FairCareMD.com',' - ',' - ','New York',,,,,
Faire Collection',' - ',' - ',' - ',,,,,
FaithStreet',' - ',' - ',' - ',,,,,
"Falkor Systems, Inc.'",' - ',' - ',' - ',,,,,
Fameish Jewelry Inc.',' - ',' - ',' - ',,,,,
Familiesgo!','15a Berkeley Pl.',' - ','Brooklyn',,,,,
Family first',' - ',' - ',' - ',,,,,
FanBridge','150 W. 25th St.','3rd Floor ','New York',,,,,
FanDuel',' - ',' - ','New York',,,,,
FanFund',' - ',' - ',' - ',,,,,
Fananza',' - ',' - ',' - ',,,,,
Fanarchy',' - ',' - ',' - ',,,,,
Fancy Hands',"'135 Grand Street, 4th Floor'",' - ','New York',,,,,
